,Benchmark,Consumer Staples,,Healthcare,,Telecoms,,Federal Funds Rate,Monthly Log Returns from Adj. Close,,,,,,,Monthly Change in Federal Funds Rate (Fixed Window Approach),Hike Dummy,Cut Dummy
,$SPY,$PG,$KO,$JNJ,$UNH,$VZ,$T,,$SPY,$PG,$KO,$JNJ,$UNH,$VZ,$T,,,
4/28/2023,401.3374,146.7934,59.0748,150.5212,467.3717,32.1802,15.1734,4.83,0.004605445,-0.09294686,-0.072562757,-0.046666375,-0.009904642,-0.086005618,-0.116298808,0.23,1,0
5/31/2023,403.19,133.7643,54.94,143.6583,462.7654,29.5282,13.5075,5.06,0.062800237,0.062826117,0.016828839,0.065280111,-0.009611145,0.042853781,0.013895239,0.02,1,0
6/30/2023,429.3224,142.4378,55.8724,153.3492,458.339,30.8211,13.6965,5.08,0.032209115,0.035837598,0.02799939,0.012070385,0.052148943,-0.069318304,-0.076310284,0.04,1,0
7/31/2023,443.3756,147.635,57.4589,155.2114,482.8751,28.757,12.6902,5.12,-0.016385649,-0.012618995,-0.034497718,-0.028411278,-0.060631844,0.026064825,0.018418481,0.21,1,0
8/31/2023,436.1698,145.7837,55.5105,150.8637,454.4674,29.5164,12.9261,5.33,-0.048553094,-0.056510806,-0.058675653,-0.037367009,0.060220266,-0.076306298,0.015430273,0,0,0
9/29/2023,415.4983,137.7738,52.3471,145.3304,482.6764,27.3479,13.1271,5.33,-0.021947732,0.034513044,0.009070987,-0.048744683,0.060359642,0.101913733,0.044008174,0,0,0
10/31/2023,406.4784,142.6118,52.8241,138.4162,512.7078,30.282,13.7177,5.33,0.087409822,0.022996004,0.04177739,0.049628484,0.031990973,0.087177579,0.073227074,0,0,0
11/30/2023,443.6077,145.9293,55.0777,145.4589,529.375,33.0404,14.7599,5.33,0.044650793,-0.046532579,0.008349564,0.013359523,-0.045679503,-0.016574046,0.012596567,0,0,0
12/29/2023,463.864,139.2944,55.5395,147.4152,505.7374,32.4973,14.947,5.33,0.01580094,0.076168693,0.009456492,0.013686712,-0.028377612,0.133200926,0.069046393,0,0,0
1/31/2024,471.2517,150.3188,56.0672,149.4467,491.5875,37.1275,16.0155,5.33,0.050870628,0.011389218,0.008869502,0.023059456,-0.036091126,-0.056589947,-0.043908403,0,0,0
2/29/2024,495.8448,152.0406,56.5667,152.9329,474.1619,35.0848,15.3275,5.33,0.032199922,0.020612119,0.027127218,-0.019964816,0.006163035,0.047338476,0.038812866,0,0,0
3/28/2024,512.0708,155.207,58.1222,149.9099,477.0932,36.7856,15.9341,5.33,-0.041154987,0.012216402,0.009598978,-0.08989514,-0.022486637,-0.044517873,-0.024889694,0,0,0
4/30/2024,491.4243,157.1147,58.6828,137.0217,466.4847,35.1839,15.5424,5.33,0.049342119,0.008177039,0.018604779,0.022446955,0.023840173,0.041176753,0.075793182,0,0,0
5/31/2024,516.2804,158.4047,59.7848,140.1322,477.7394,36.6629,16.7662,5.33,0.034676463,0.002307242,0.019100583,-0.003483491,0.031936963,0.002182387,0.047692684,0,0,0
6/28/2024,534.4972,158.7706,60.9377,139.6449,493.2432,36.743,17.5852,5.33,0.012036223,-0.019573631,0.047404731,0.076943855,0.123426673,-0.00155252,0.022002147,0,0,0
7/31/2024,540.9694,155.6931,63.896,150.8139,558.0391,36.686,17.9764,5.33,0.023096849,0.064903716,0.082367824,0.057079469,0.024076018,0.030619992,0.033208923,0,0,0
8/30/2024,553.6095,166.1333,69.3818,159.6727,571.6375,37.8267,18.5834,5.33,0.020791563,0.009630645,-0.001683413,-0.023177143,-0.005838533,0.072244362,0.100319689,-0.2,0,1
9/30/2024,565.2404,167.741,69.2651,156.0145,568.3097,40.6606,20.5444,5.13,-0.008963691,-0.041551684,-0.095574995,-0.013668653,-0.035124332,-0.048250106,0.037240112,-0.3,0,1
10/31/2024,560.1964,160.9139,62.9516,153.8965,548.6947,38.7453,21.3239,4.83,0.057923141,0.081801156,-0.011472737,-0.022815677,0.077846462,0.051128358,0.027137465,-0.19,0,1
11/29/2024,593.6029,174.6302,62.2335,150.425,593.1152,40.7778,21.9105,4.64,-0.024394933,-0.066958516,-0.02881387,-0.069380183,-0.183787979,-0.103259728,-0.016984667,-0.16,0,1
12/31/2024,579.2972,163.3201,60.4659,140.3423,493.5384,36.7772,21.5415,4.48,0.026502034,-0.003837255,0.019406636,0.050757461,0.069909745,0.002642167,0.054012246,-0.15,0,1
1/31/2025,594.855,162.6946,61.6508,147.6496,529.2762,36.8745,22.737,4.33,-0.012776127,0.046208061,0.114907536,0.089168384,-0.132939223,0.090011658,0.144167551,0,0,0
2/28/2025,587.3034,170.3888,69.158,161.4201,463.391,40.3476,26.263,4.33,-0.057333547,-0.019869336,0.013088156,0.004956717,0.102147442,0.05110826,0.031247154,0,0,0
3/31/2025,554.5783,167.0367,70.0691,162.2222,513.2272,42.4633,27.0966,4.33,-0.008707814,-0.040801615,0.012902161,-0.059182233,-0.241351394,-0.013416401,-0.010264109,0,0,0
4/30/2025,549.7701,160.3585,70.979,152.9001,403.1736,41.8974,26.8199,4.33,0.060949101,0.044042351,-0.006222563,0.001384913,-0.309534274,-0.002272411,0.003602763,0,0,0
5/30/2025,584.3203,167.5789,70.5387,153.112,295.8442,41.8023,26.9167,4.33,0.050116646,-0.064236341,-0.011745993,-0.015976787,0.03993592,-0.015819784,0.040189473,0,0,0
6/30/2025,614.3507,157.1527,69.715,150.6852,307.8981,41.1462,28.0205,4.33,0.022770249,-0.050360444,-0.041262874,0.075566337,-0.223207617,0.004132778,-0.044318103,0,0,0
7/31/2025,628.5001,149.4344,66.8969,162.5132,246.3027,41.3166,26.8058,4.33,0.020311955,0.042736934,0.016072684,0.080079816,0.216453411,0.033800699,0.066336188,0,0,0
8/29/2025,641.3967,155.9592,67.9808,176.0625,305.8255,42.737,28.6443,4.33,0.034987108,-0.021823465,-0.03179729,0.045514185,0.114593021,-0.006349526,-0.036504841,-0.11,0,1
9/30/2025,664.2345,152.5925,65.8532,184.261,342.9579,42.4665,27.6175,4.22,0.023557837,-0.014672046,0.038165538,0.018435238,-0.01089015,-0.083529563,-0.121246981,-0.13,0,1
10/31/2025,680.0682,150.37,68.4151,187.6894,339.2433,39.0634,24.464,4.09,0.001948053,-0.014806153,0.059445739,0.097543776,-0.03512782,0.033893786,0.050042922,-0.21,0,1
11/28/2025,681.3943,148.16,72.6054,206.92,327.5333,40.4101,25.7194,3.88,0.000771209,-0.033282655,-0.037830599,0.000144973,0.007836203,-0.009285718,-0.046411525,-0.16,0,1
12/31/2025,681.92,143.31,69.91,206.95,330.11,40.0366,24.553,3.72,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,-3.72,0,1
